source_id,all summary
683731779342188545,Gawker and Iam don't agree on the name of the group.
684118654418419712,Victoria sends a video to TV Guide.
684488313512800256,The New York Times shared a photo of a man crying.
684878165714563072,Vista is no longer supported.
685232704774787072,A picture is worth a thousand words.
685473149291479040,It's Elvis' birthday today.
685633217160998912,It's Mr. Hawking's birthday today.
686421576904916992,Kourtney Kardash shares a picture of Kylie Jenner's make-up.
686422922894815233,Emily and Aisha love InStyle videos.
686493272806576128,The link to the article is from @Telegraph.
686527768327274497,Freakonomics lost his battle with cancer.
687617323235147776,Alan has died at the age of 69.
687617735833026560,@empiremagazine is talking about the interview he had with Mr. Magazine.
687630364936957952,There is nothing good about it.
687631811560763392,The BBC is breaking the news.
687632433483759616,BBC broke the news about the Oscar nominations.
687639526282498049,It's Oscar's birthday today.
687673284436082689,Alan died of a heart attack.
687674548712505346,Alan is dead. He was a great actor.
687734662249246724,@eonline and @b_hierholzer don't like each other.
687766167558164481,@eonline has a problem with a tweet.
687786822475366401,There's a new website with a new look.
687911282922631168,Al-Shabab attacked a BBC base in Somalia.
687945926774800385,BBC broke the news about a drug trial.
687956181646753792,The author is @empiremagazine.
688027085730897921,BBC broke the news about a drug trial.
688096910217879554,"President Obama is going to watch ""The Force Awakens"" on Netflix."
688110059553861634,WhiteHouse is angry with POTUS.
688147918113538049,Two people were killed in an attack on a hotel in Burkina Faso.
688281442162352128,There was an attack on a hotel in Burkina Faso.
688437279405305856,Celine's brother died of cancer.
688441130271289350,Boing is a Twitter account of Donald Trump.
688461902821855232,BBC is breaking the news about Iran.
688502260779843587,WhiteHouse wants to know if they are in compliance with the sanctions.
688520025754304512,"According to WhiteHouse, Iran has been blocked by the UN."
688751183645782016,President Obama won the Nobel Peace Prize for his efforts in the Middle East.
688752484966363136,The US is sanctioning Saudi Arabia for its support for terrorism.
688757736310484994,President Obama made a deal with Iran.
688763099298529280,Boing and Wilw are calling each other terrorists.
688763993633107968,POTUS wants to know how much money Iran got from the US.
688814621034213376,There was a murder in Iran.
688932211714818048,There is a problem with lead in the water.
689100941119848449,The BBC has arrested a Moroccan national in connection with the attack in Paris.
689103487880310785,At least 5 French soldiers died in an avalanche.
689208632148365314,The BBC broke the news that Glenn has died.
689214940679409664,Glenn died at the age of 67.
689236842454106113,President Obama needs to do something about unemployment.
689529955294777344,The BBC broke the news about a ceasefire between Colombia and the US.
689549346875031552,Jihadi was killed in a drone attack.
689555819059351552,BBC broke the news that Jihadi John is dead.
689650617464311813,Leo DiCaprio is giving away $15 million for environmental causes.
689694470779097088,Two people were killed in a school attack in Pakistan.
689719109785907200,The BBC is reporting that at least 19 people have been killed in Pakistan.
689722724470620161,Two students were killed in a school attack in Pakistan.
689798164287741953,A car bomb exploded near the Russian embassy in Kabul.
689799953330368513,Boing doesn't like Trump's supporters.
689833530197671936,2016 was the hottest year on record.
689853056440221696,There is a new planet orbiting the sun.
689922870689009664,Eminem has won an award at BET.
690137637810761728,The BBC broke the news about Litvinenko's murder.
690145844318834689,@newscientist shares a picture of a hug.
690174644071047168,FastCompany is a racist company.
690252631822864384,WhiteHouse is angry with POTUS for giving tax breaks to the auto industry.
690296550803636224,"WhiteHouse and POTUS are discussing the water crisis in Flint, Michigan."
690431187916099584,BBC has arrested a Korean student on charges of committing a crime.
690522824797196288,A BBC journalist has been sentenced to three-and-a-half years in prison.
690567125128351744,POTUS believes that a woman's right to have an abortion should be respected.
690670464440504320,It's snowing in POTUS's office.
690676539323740161,At least 5 people were killed in a school shooting in Saskatchewan.
690680310061756416,Five people were killed and two injured in a school shooting in Canada.
690915657106526208,The Internet is full of quotes from Davos.
690920430287331328,There's a search engine for everything.
690926324903317504,President Obama's health care law has made insurance more expensive.
690954487322796032,WhiteHouse complains about the cost of health insurance in the US.
690985215691354112,Trump's supporters are calling him a racist.
691006265137299456,WhiteHouse doesn't want to pay more for health insurance.
691027026552229888,Donald Trump's mother was from Scotland.
691064699853606913,It's snowing in Boston.
691206970074738688,The Guardian has nominated a person for the Nobel Peace Prize.
691299810553384960,People with pre-existing conditions can no longer be denied coverage.
691327238353129472,@TheOnion wants to know how much money can be spent on eagles.
691351064868732928,@TheOnion is having a bad day.
691380138710306816,TheOnion is celebrating 25 years of existence.
691380348379201536,The dogs are barking in the snow.
691410231549530112,The deadline to sign up for health insurance is almost here.
691564354567798784,Henry died of dehydration at the age of 44.
691600834707247104,There was a snowfall in New York today.
691616143161819136,The Paris Review has posted a link to an interesting article.
691632933170450435,There is no such thing as a free lunch.
691656866972209152,The road to hell is paved with good intentions.
691667941314662400,Boing is the name of a website.
691700082601758720,Ted Cruz is the most consistent conservative in the party.
691791477912014850,@TheOnion wants to know what she should do.
691809004356501505,WhiteHouse is angry with President Trump.
691889802724118532,A woman was attacked and killed by a man.
691976624665919488,A giraffe has been spotted on Channel.
691986377584549888,@cnnbrk wants to know how many people are starving in Syria.
692004901455556608,POTUS should be in prison for 2 years.
692023417575448576,@cnnbrk thinks the government should screen all adults for depression.
692024256520179712,InStyle shares a video with Ingrid Michaelson.
692031224227958789,BBC is breaking a story about an attack in San Diego.
692031514943582208,A BBC employee has been sentenced to 19 years in prison.
692046121250586624,Richard Dawkins is sceptical about the cost of solar power.
692047663211085825,@empiremagazine wants to know if Batman is the symbol of the magazine.
692056985513123840,There is no evidence of a crime at the hospital.
692063305297453060,There's a link to a story on the Internet.
692082337333534720,The President is doing the right thing.
692098463262216192,@mallories and @emmajill are talking about MTV.
692099058811453440,The BBC is reporting that iPhone sales are down.
692105324111761408,Abe has died. He was a good actor.
692113799546048513,Niall wants MTV to talk about him.
692113839387709444,@TheOnion is having a bad day.
692127290998784001,"Disney opened a new amusement park called ""TheOnion""."
692134022839955456,@TheOnion wants to know what he should do with his food.
692134721195786240,Shelley is hilarious on MTV.
692142338890661888,The Internet is a dangerous place.
692190570140340229,The BBC is breaking the news.
692217618778972161,@cnnbrk wants the police to bring the killer to justice.
692267960686284800,The minister has resigned in protest against the BBC.
692287441168900097,BBC broke the news about the new bedroom tax.
692290126282649601,Sky News has been declared guilty of breaking the law.
692332739824095234,Greece needs EU money to secure its borders.
692336523090509824,Denmark is intolerant of Chinese people.
692357775859564544,@TheOnion wants to talk to her friends.
692364468442021889,The video is by Camila Cabello.
692374052082708480,@TheOnion is talking about a spider.
692376812022792196,@TODAYshow will be making a chocolate cake.
692382471061663744,Auschwitz is a place where people died.
692391757775028228,Kendall shares a funny video with Calvin.
692405195796529152,The BBC is breaking the news about the murder of a young girl.
692423131726749697,Today marks the anniversary of the Holocaust.
692440373449396224,The economy of the US is slowing down.
692451275930234880,WhiteHouse wants to make college free for everyone.
692453106622275585,@manda is on Twitter.
692463948076093440,@MTV shares some of his favourite quotes.
692472216135569409,@cnnbrk wants him and his family put in jail.
692491478619262976,The Swedish government wants to expel Eritreans from the country.
692497796956561408,BBC is trying to convince people to accept more refugees.
692506143147606016,Mac has a new baby boy.
692510002586714113,Israel is being targeted for being Jewish.
692528931459694592,@cnnbrk thinks North Korea is preparing for a missile launch.
692537942439501824,NASA has confirmed the existence of the largest planet in the solar system.
692566765822435328,@espn and @bronco are corrupting the youth.
692581635594694658,"There are bones from the movie ""The Shining""."
692688891174739968,@TODAYshow wants to go to Hawaii.
692692529779707904,WHO is trying to stop the spread of the Zika virus.
692707593991643136,North Korea is going to launch a rocket.
692709993573789701,@espn has sent a thank-you note to the fans.
692727606718824448,Von Miller got suspended for cheating.
692734579141185536,Gizmodo thinks Java is dead.
692735354240114688,Rolling Stone has a new song.
692736398462300162,@espn wants to buy tickets for the Super Bowl.
692742353736568833,A man with a gun has been arrested in Paris.
692745208421679104,Jimmy congratulates Shaq on his win.
692745861978263552,@MTV can't wait for Friday.
692746621218656258,A man with a gun was arrested in Paris.
692747901815119872,There are 31 cases of Zika virus in Puerto Rico.
692748204064927745,Rolling Stone thinks Trump is lying.
692759090469212160,There was a fire in the fridge.
692764799315398656,A woman was arrested with a gun and ammunition in Paris.
692765809425408000,WIRED has a problem with Gerrymandering.
692780496590254081,An undefeated wrestler lost on purpose against an opponent.
692792765852286977,@TheOnion shares a picture of a room with empty shelves.
692800345274241025,Zayn is on Twitter @zayn.
692812029611089920,@USATODAY loves Justin Bieber.
692816955837804544,Ian McKellen is a member of Empire Magazine.
692818857187213313,There's a new toy for disabled people.
692838349036326912,"It's Friday, which means it's TV time."
692840850141753347,@empiremagazine thinks Batman is better than Superman.
692842124841123842,@TheOnion wants to know if he can get a new eye patch.
692854695262445568,Melissa thinks Batman and Superman are the best superheroes.
692881863644282880,Paul Kantner died at 74.
692892472729415680,@espn wants to know if Las Vegas is a good idea.
692922211338981377,The Bank of Japan introduced negative interest rates.
692924229017309184,Ted Cruz is a jerk.
692925163994796033,@latimes.com is the place to find out what's going on in Los Angeles.
692927739066740741,There are 90% of people in the world who don't like each other.
692932696645865472,@espn shares a funny story.
692946556396244992,@espn wants Riley to be his girlfriend.
693032076543655936,Zika is a mosquito-borne virus.
693056396250652672,The Internet is a great place to share information.
693068611951300608,@espn wants to know how to solve a problem.
693071700200722433,"According to Reuters, 40% of Germans think Merkel should resign."
693079616072880128,@MTV is having a problem with a tweet.
693082547664883712,TheOnion is on Twitter.
693083689098477568,Stephen Curry is a fan of the Carolina Panthers.
693087256727388161,Jeremy Corbyn has been arrested for sexual assault.
693091255685787648,Joseph Pena is in high school.
693098795022725120,The Las Vegas Raiders are going to play in San Diego.
693102023764492288,She should be deported from the UK.
693102420688121856,There is a wage gap between men and women in the US.
693107789007339521,Women should be paid the same as men.
693116426824093696,The company prides itself on putting the employees first.
693118410444636161,"According to CNN, the price of oil will go up."
693121477491757056,Women earn less than men for the same work.
693122199536934912,"According to Reuters, 60% of Germans want Merkel to resign."
693122701569974273,President Trump wants to legalize marijuana.
693123067204243456,CNN wants equal pay for equal work.
693125234317086720,Zayn Malik is on MTV.
693126696132804608,POTUS wants equal pay for men and women.
693131575261659137,Charles is the only one talking about a black person.
693136527816331264,CNN has just welcomed its first baby in 28 years.
693139276708585472,The Internet is full of jokes.
693140568143220736,Rolling Stone shares a video with his friends.
693160939802214400,Bernie Sanders is running for president against Hillary Clinton.
693162950358622208,MTV has a new song called Pillow Talk.
693185488644149248,"According to a Reuters poll, 60% of Germans want Merkel to resign."
693198912660885505,@TheOnion wants to watch a 7-hour block of TV.
693204483501887488,Gilmore Girls is coming back.
693204708933160960,@stn_zack sends a link to his Twitter account.
693214543615561729,CNN is coming to Netflix.
693216311502073856,The arts are more important than the business.
693217698482933760,Bernie Sanders has endorsed Hillary Clinton.
693234925252775936,@CNN is being rude to Jake Tapper.
693236688538243074,The CIA has released a lot of documents.
693239731031683072,@espn is not of this world.
693240976970752004,"@zaynmalik is watching ""The Voice"" on MTV."
693272659447119873,Breastfeeding saves a lot of lives.
693284114724700160,Reuters has won the contract to build a new air force.
693344498953383936,@cnnbrk is angry with China.
693355140284334081,CNN reports that a Russian fighter jet came within 15 feet of US territory.
693408117225299968,The BBC reports that Saudi women will not be allowed to vote.
693411834808946688,Huffington doesn't like the fact that Michael Jackson is black.
693443289370882049,POTUS wants to make sure all kids are equipped for the future.
693452449173086210,There is no such thing as a free lunch.
693456340790804480,@DRUDGE_REPORT wants the FBI to investigate Hillary Clinton.
693456387880402944,The Gilmore Girls are coming back to Netflix.
693457310824468480,President Trump is going to meet with students.
693459931022913536,The Rolling Stones played a concert in Liverpool.
693465666259656705,Turkey has violated BBC's airspace.
693476901772513280,The BBC is accusing Turkey of harboring illegal immigrants.
693481256735150082,There was a racist attack in Sweden.
693484841011060737,Team Cavuto thinks Trump is a socialist.
693485676881403905,CNN has a problem with Hillary Clinton.
693487871806689280,Dr. Simpson has a medical condition.
693490132440129536,There was a fight at the school.
693492159635443714,Huffington is not happy with Donald Trump.
693492349142433792,CNN shares a video of a new aircraft.
693501482721681408,@espn is happy for him because he won the game.
693509689418588160,MTV has a new video with Lydia and Scott.
693512850539683842,@TheOnion wants to know if Obama is going to cut his nails.
693523133920342016,The New York Times is full of lies.
693524179597955072,Simmons is projected as the number one pick in the NBA draft.
693533469922693120,MTV is crying over a video.
693534177694609409,@espn shares a video of a snowmobile.
693537938425171968,The New York Times asked Ted Cruz a question. He didn't answer.
693549273468764160,The New York Times publishes an article about honor killings.
693554007785234432,There was a shooting at the Denver Coliseum.
693554344298467328,There is no need to read any further than the following link.
693560600471863296,"The game is over, but there is still hope for the future."
693573042111270912,Dana Perino thinks Hillary Clinton should be prosecuted.
693594331735683072,WhiteHouse needs to pay more for health insurance.
693595814401327104,Leo congratulates Eonline on her birthday.
693600369281253376,@espn has won the game.
693605375803813889,@eonline is talking about diversity.
693618217667928068,There was a time when we couldn't talk to each other.
693622130735484929,Huffington criticizes Trump on Twitter.
693629498177253376,@eonline shares a picture of Kate and Leonardo kissing.
693631772639145984,@eonline congratulates her on winning the Oscar.
693643778033344512,@mashable is upset about the lack of representation of nonwhite actors at the Oscars.
693658242044542976,@WSJ and @MikeTerril discuss sports on Twitter.
693662456393134080,Donald Trump is the least favorably viewed presidential candidate since 1992.
693670046497935361,The New York Times doesn't support Bernie Sanders.
693673606279229440,The actress who plays Obama in the movie is little known to the public.
693676692309700609,The New York Times shares a funny story.
693686290408181760,There's a gap in the conversation.
693696168908423168,The president of Spain has died.
693711272014155776,Economist shares his opinion on the subject.
693718533239365633,The economy needs to grow by 40% if it wants to survive.
693722259740069889,Sir Terry Wogan has died of cancer.
693729678306189313,Sir Terry Wogan has died at the age of 77.
693769968199061504,@cnnbrk wants to know why Muslims are protesting against the US.
693785810311778304,TIME is changing the name of its website.
693792605755285504,At least 45 people were killed in Syria.
693795905049329664,The New York Times has posted a link to an interesting article.
693802524579618816,Ted Cruz and Maricruz are critical of CNN.
693803472806760448,"It's absurd, but it's true."
693804630615166977,The topic of leadership is of interest to Harvard students.
693806234026188801,The Guardian made up a rape story about a migrant girl.
693807822971236353,Hillary's emails are not relevant to the election.
693821069879160832,Baylor is accused of sexual assault by ESPN.
693822949456007169,The New York Times reports that trees have social networks.
693824042164436992,It's a sad day for humanity.
693830499047989248,FoxNews is spreading lies about Muslims.
693853982293254144,Dr Zuhdi Jasser tweets about the Muslim Brotherhood.
693855615618322432,It's Eline's birthday today.
693866093123915776,ABC refuses to classify Boko Haram as a terrorist organization.
693873151659249669,WhiteHouse wants to make sure all children learn computer science.
693899062098137088,At least 86 people died in the Boko Haram attack.
693912520923295745,Team Cavuto supports Ted Cruz.
693916809125351425,The Internet is full of useless information.
693921710383337472,Yoshiki congratulates Wearex on his birthday.
693925198630821889,@espn and @espn.
693926742814281729,The photos of tulips are stunning.
693934062445187072,Donald Trump and Hillary Clinton are running neck-and-neck for president.
697992796565741569,Bernie Sanders won the debate by a big margin.
699252269414354944,Alex is angry at PasteMagazine.
701175292937707520,The results of the election are in.
701514249269542912,Bernie Sanders won the election. The New York Times is biased against him.
701539698452393986,Bernie Sanders won the election in New York.
701975210044497921,There is no statistical basis for voting.
705092738224525312,@pzf is going to vote for Hillary.
705093513076015104,There's a lot of people who think Trump is a bad person.
706665777332621314,There is no such thing as a free lunch.
707300612862566400,President Obama is not going to attend Nancy's funeral.
707305999971921920,Christie doesn't want him to attend Nancy's funeral.
707308274270539777,@dbongino is surprised by Obama's absence at Nancy's funeral.
707310135291416576,President Obama is going to attend Nancy's funeral.
707321278135463936,President Obama is going to attend South by Southwest.
707332312724283392,Wayne and others are critical of Obama's attendance at Nancy's funeral.
707405809181917184,The Hill is not happy with the president's tweets.
707412869860696064,@thehill doesn't understand why Obama skipped his wife's funeral.
707420972173955072,President Obama didn't come to Nancy's funeral.
707786906189303808,"@PaisleyTiger,"
711994705333112832,@sport_simon and @NME don't know what happened to Donald Trump.
714503380476026880,John Fund thinks that the woman who defected from Trump's campaign is a fake.
714531423273746432,@realDonaldTrump is not a good strategist.
714555825122107392,Judd shares his opinion on Twitter.
714560810266132480,@pennjillette found a fake article about Trump.
714598641827246081,@xojanedot is a Twitter account.
714755546285477888,Brian Moore has tweeted about Donald Trump.
714811995573325828,Brad and Thor are critical of Donald Trump's campaign.
714851393861881857,The following is an open letter to Donald Trump.
714998347111669760,Bernie is spreading the word about racism in America.
715253497462145024,There is no punishment for women who have an abortion.
715254040289021952,Trump wants to punish women for having an abortion.
715255507506892800,There should be some form of punishment for women who have an abortion.
715268937873760256,Huffington is against abortion.
715515982584881152,Prite (@PrisonPlanet) wants to know what the minimum wage is.
715671763808493569,There's a job offer for Bernie at $15 an hour.
716092408920936448,Donald Trump and David Brock are trying to influence the election.
716416753409081344,New Deal won the election in Nevada.
716424773216022530,It's not easy to find out where to go.
716439952922312704,Bernie supports the election of Bernie Sanders.
716448280201269248,Bernie has won the election.
716451800581279744,"Bernie won the election, but Shaun and Lucy don't believe it."
716457799392342018,Bernie believes Hillary won the election.
716461257025581056,Bernie Sanders won the election.
717081129627553792,@SaveTheAnima and @Diego_
722885778448121857,Target has a new trans-inclusive policy.
723365789378584578,The world is a beautiful place.
723477822950395904,The Internet is full of
723521076446142465,There is no such thing as too much information.
723644048867774464,The Internet is a wonderful thing.
723772395211862016,The world is a flat place.
724320681517670400,FoxNews wants to change the bathroom policy at Target.
724348906096590849,FoxNews wants to boycott Target over their transphobic policy.
724603564946010112,Breitbart News shares a video of a man masturbating in public.
724661834419048448,Positronic is boycotting Target today.
724703995147751424,@USATODAY is boycotting Target because of their transphobic policy.
725983128444129280,Marty and Dr. Fox are critical of Target.
726043971911213057,Target's stock is down by $1.5 billion.
726086935903494144,Target stock is down over $1.5 billion.
726190016435728385,Breitbart News is boycotting Target for allowing men to use women's restrooms.
726442550266044416,Walsh is angry at Target for allowing men to use the women's restroom.
727116900983934976,@toddstarnes and @AmericanFamAssc are calling for a boycott of Target.
727172374999666688,@AnnCoulter and @MattWalsh don't support the boycott of Target.
727179214546456577,Target's stock has taken a hit due to the boycott.
727187859367546880,@SandraAL wants to boycott Target.
727588444000526336,@DRUDGE_REPORT and @FreeBeacon think Hillary should be punished.
727623131494387714,Hillary is a liar and she needs to go to jail.
727834854931435522,Lou Dobbs is angry at Hillary Clinton.
727854332188577792,Fred Zeppelin thinks the media should ask Hillary Clinton about the payments.
727966590084485120,Caitlyn will pose nude for Huffington.
727982226290442240,@scrowder is angry about Target's transphobic policy.
728013148788154368,@FOXLA wants to know if Caitlyn Jenner will pose nude for Sports Illustrated.
728038172270198787,SportsCentr is a fake Twitter account.
728101712762834944,Kristen wants to know why people do what they do.
728207861050970112,Caitlyn will be censored on the Internet.
728273551883534336,There's a picture of a nude girl on Instagram.
728625967921401856,Heritage has taken a hit because of their political views.
728631482722308096,@chuckwoolery @BreitbartNews and @Cindy
729647367457230850,Forbes shares a link to a blog post about medical errors.
730516765525082112,Mayan has found a lost city.
730939370765754368,Hank and Carmen are critical of Hillary Clinton.
731166399389962242,The clock is ticking for Hillary.
732004388181434368,John Piper doesn't want to shop at Target anymore.
732971411157880832,The stock price of Target is falling.
733242244522725376,@tgradous shares a link to a tweet with the hashtag #Boycott
740748123581087745,Hillary Clinton was the first female presidential candidate.
740791134146965504,Hillary Clinton is the first female presidential nominee.
741995157969592321,"According to Andie, Trump is a far-right extremist."
742012307694223361,The mass shooting happened in a Muslim country.
742050150307246080,Melanie is a member of House of Representatives.
742055437932040193,Cernovich is upset with the way the media is covering the election.
742114513726623744,Snopes published a fake news article about Donald Trump.
742571519105077248,There's no need to get involved in politics.
742678930516123650,Jammie and Benshapiro are upset about a man who threatened to kill Muslims.
743058135300988932,Democracy is not a good idea.
744390771869102080,"According to Jeffrey Cernovich, one of the men who wanted to copy Trump was stopped by the police."
745236050407194624,There's a problem with the internet.
745365403237376000,There is a lot of talk on Twitter about people being hungry.
747275598347837440,@peddoc63 is a hypocrite.
747443219487678464,The Republicans are against gay rights.
748543642323783681,The Democrats want to raise the minimum wage.
748558349139058688,The pay is too low for a person to work.
748640007934590976,CNN is the biggest killer of people.
749286768554438658,CNN is the number one source of fake news.
751856580874960897,"Hillary supports TPP, but she doesn't support it for the workers."
752875379765968897,Critic thinks Obama and Cruz are having a fight.
752965545528528898,Violence against children is one of the top causes of death in the world.
755447443009916929,The Blaze has been attacked by someone.
755475529294352385,The police are looking for the person responsible for breaking the window.
755523157700648960,A police officer has been arrested.
755548076438196225,"@Chairmnoomowmow, @FOX59 and @"
756282236375277568,Hillary Clinton is quoted as saying that laziness is a trait of Americans.
757190314880884736,Limerick is angry at Donald Trump.
757367391202471937,"Donald Trump is a racist, according to Slate."
757450526153900032,It's been a difficult year for her.
757748522481491968,@LeahR77 is quoting from a YouTube video.
758825535480864769,There is no such thing as a right or wrong answer.
759653274605740032,"According to a poll, only 5% of Americans would vote for Trump."
760109079133990912,Franklin and Graham don't want to go to church.
760120409429643266,Franklin and Graham are critical of the Christian clubs.
760928376668454912,Lila is running for president.
761027420849745920,Alex found out that the money from the show was fake.
761355585724055553,It's President Obama's birthday today.
761381302260031489,It's President Trump's birthday today.
761675705956655109,Angelina is visiting the university.
762775964224847872,@POTUS and @FLOTUS are proud of each other.
763404633217835009,@usweekly and @jcsaffo21 are having a fight.
763428684850094080,VivaLaAmes is calling for Trump's assassination.
763430916236640256,Lagartija is a journalist.
763524712853102596,Trump called for Hillary to be assassinated.
763738618573623297,Pamela Geller wants to know if Julian Assange will be arrested.
763896522790440960,Son of Liberty is in the hospital.
764158239089029120,Young people have the power to change the world.
764368020391223296,Lagartija wants to meet with Hillary.
764449685897568256,@mental_floss is holding up his right hand.
764473554431725568,President Obama has a responsibility to protect the planet.
764505291853627392,Kenny Baker has passed away.
764573523713011713,POTUS wants to limit the amount of carbon dioxide that the US emits.
764620072228970496,@usweekly congratulates her on her win.
764653644138450945,Michael Phelps congratulated Team USA on their victory.
764753085675761664,BBC broke the news about Boko Haram.
765141361033109504,A man has been shot by police.
765631087867367426,President Trump pardoned 3 drug dealers.
765735409984806912,@christinawilkie and @RealDonaldTrump are talking about the same subject.
765863022506151937,The BBC broke a story about corruption at the Olympics.
765887221736046592,@andieiamwhoiam doesn't believe in democracy.
765934198297362432,@cnnbrk wants to know why the police didn't arrest the man.
766299560415223808,The BBC broke a story about a robbery.
766299795833102336,@cnnbrk is not happy with the way the girls were treated.
766307327922335745,The BBC broke the news about the prison reform.
766316494695305218,Gawker has a problem with his website.
766358933296517121,@cnnbrk wants to know why they were robbed.
766452700049473536,@cnnbrk is an amazing athlete.
766638613320859648,The BBC broke the news about Donald Trump resigning.
766719302401613825,@ABC7 is having a bad day.
766789709045518336,@DailyNewsBin sent a photo of a truck full of food.
766808183696351233,Khanoisseur and Anamika are critical of Vitico.
766989078294306816,@TheOnion and @lm7m wish they could be in 5th grade.
767068504277344260,A child has been killed in Syria by a bomb.
767094580634202112,President Trump is going to play golf in the White House.
767154835993063425,Matt won the race by 16 seconds.
767170849472405508,@cnnbrk congratulates her on winning the gold medal.
767218194385866752,Nate won the fight.
767223774072676354,He passed away at the age of 38.
767300637012951040,"BBC is breaking the news about a massacre of up to 1,000 people in Iraq."
767330549262278658,Nate is going to beat Conor McGregor.
767355611277168642,Neymar's son looks nothing like his father.
767355933919997952,A suicide bomber killed at least 50 people in Turkey.
767360696761905153,Jack wants to watch a video on MTV.
767444114229059584,The game ended in a draw.
767462297270968321,The USA won the game by a big margin.
767463109778894848,Carmelo Anthony has won a gold medal at the Olympics.
767482587879051265,@DRUDGE_REPORT and @American_Mirror think the media is biased against Hillary Clinton.
767515401831997440,@TheOnion has posted a joke on Twitter.
767520433247809536,Simone Biles and Aly Raisman are having a great time.
767528171520524288,@mashable is having a party.
767580827513397252,President Enrique Peña Nieto lied to Reuters.
767668607803359234,The Economist shares a quote from Donald Trump.
767710245779103744,@cnnbrk and @tutzerjd agree that destroying a historical monument is a crime.
767715489485205505,There's a fish on the Internet.
767715524222578688,Onion is the first person in his family to die.
767737100347191297,Hillary and Donald Trump are having a fight on Twitter.
767768054163996672,The USA is the world's richest country.
767823175480647681,Donald Trump is going to bankrupt the US if he becomes president.
767845555313774593,CNN broke a man's windshield.
774833492865593344,Hillary Clinton is a racist and a liar.
775672628493357057,Lou Dobbs claims that Melania has a medical condition.
778299287293816832,@instapundit and @KFaulders think it's a crime.
778530869208190976,DrGina and Linda are on Twitter.
778572032531427332,It's not a good idea for black men to run from the police.
778625026144792577,It's not a good idea to run from the police.
778681502825451520,Black men have a right to resist police.
778689027918618625,"According to NPR, there is a problem with race relations in America."
778949749156245504,Alfred has committed a crime and needs to be punished.
780436430732525569,@davidsiro and @tomangell are talking about marijuana.
780882510645370880,@lhfang believes that smoking marijuana is a bad idea.
